Order_id,Order_date,Ship_date,Ship_mode,gender,ip_address,Customer_id,segment,City,State,Country,Category,Sub Category,Product Name,Quantity,Discount,Profit,Shipping Cost
265,1/5/2025,11/23/2024,Express,Polygender,46.72.73.71,7R04UX4JX33,Home Office,Kaifeng,Henan,China,Technology,Home Decor,Elegant Sapphire Necklace,7,0,$38.43,177.72
266,5/23/2024,10/7/2024,Standard,Male,26.184.81.70,5A50QD3CA86,Home Office,Omaha,Nebraska,United States,Technology,Toys,Charming Floral Tea Cup Set,14,0.002,$387.57,28.95
267,11/20/2024,2/17/2025,Next-day,Female,22.232.124.195,3QU9UC9NE02,Home Office,New York City,New York,United States,Office Supplies,Outdoor Gear,Artistic Hand-Painted Plate,2,0,$8.00,22.93
268,7/11/2024,8/7/2024,Economy,Female,1.246.156.3,9FA9TK7FF41,Consumer,Auckland,Auckland,New Zealand,Technology,Home Decor,Chic Rose Gold Earrings,2,0.1,-$306.22,177.36
269,8/8/2024,11/23/2024,Express,Female,255.84.186.29,3D25PR5UD07,Consumer,Caloundra,Queensland,Australia,Furniture,Toys,Playful Cactus Print Pillow,4,0.5,$408.88,177.32
270,4/11/2024,8/26/2024,Next-day,Female,89.193.28.140,7J30GP7ED57,Home Office,Abbotsford,British Columbia,Canada,Furniture,Sports Equipment,Whimsical Unicorn Night Light,10,0,$31.20,18.7
271,8/7/2024,3/3/2024,Express,Female,193.9.23.121,5T62RW7KT70,Consumer,Abbotsford,British Columbia,Canada,Technology,Beauty Products,Cozy Cable Knit Blanket,4,0,$16.32,12.43
272,8/2/2024,11/8/2024,Economy,Female,91.252.179.141,9MH1TP2VW51,Home Office,Villa Alemana,Valparaíso,Chile,Furniture,Beauty Products,Boho Macrame Wall Hanging,6,0,$190.92,177.153
273,6/22/2024,12/8/2024,Economy,Male,185.121.199.165,9VJ5CK9PU12,Corporate,Omaha,Nebraska,United States,Office Supplies,Outdoor Gear,Timeless Diamond Stud Earrings,5,0.2,$41.99,11.99
274,4/12/2024,7/30/2024,Express,Male,171.250.52.69,5JG1EU9WW44,Consumer,Sydney,New South Wales,Australia,Furniture,Sports Equipment,Boho Macrame Wall Hanging,5,0,$302.73,177.07
275,2/1/2025,1/9/2025,Next-day,Male,181.200.79.32,1PT9M53YH00,Consumer,Lawrence,Massachusetts,United States,Technology,Beauty Products,Artistic Ceramic Sculpture,6,0,$16.96,7.64
276,2/20/2024,5/12/2024,Next-day,Female,255.116.109.244,8HV6X62FF66,Corporate,Tlalnepantla,México,Mexico,Office Supplies,Pet Supplies,Vintage Camera Lens Necklace,4,0,$300.75,177.044
277,6/1/2024,1/12/2025,Standard,Female,198.168.176.162,7DH7WU4NM28,Corporate,São Gonçalo,Rio de Janeiro,Brazil,Furniture,Home Decor,Eco-Friendly Bamboo Cutting Board,7,0,$0.00,176.878
278,12/23/2024,9/10/2024,Economy,Male,29.239.208.136,2FV4T66DQ57,Home Office,Sydney,New South Wales,Australia,Office Supplies,Pet Supplies,Coastal Nautical Rope Mirror,13,0,$282.13,176.85
279,7/31/2024,8/23/2024,Economy,Male,183.209.236.216,2CH5A75NK43,Consumer,Abbotsford,British Columbia,Canada,Technology,Home Decor,Edgy Skull Print Shower Curtain,2,0,$7.92,4.72
280,1/24/2025,11/5/2024,Economy,Male,239.27.91.41,3HC1KT6DP17,Home Office,Singapore,Singapore,Singapore,Furniture,Outdoor Gear,Playful Animal Print Rug,2,0.2,$166.26,176.63
281,7/22/2024,10/12/2024,Standard,Female,96.215.246.168,4CQ7EJ2MA38,Home Office,Philadelphia,Pennsylvania,United States,Office Supplies,Home Decor,Vintage-Inspired Rotary Phone,2,0.5,$1.50,2.21
282,12/13/2024,3/31/2024,Standard,Male,48.202.50.138,7Q42FF4EG50,Home Office,Katowice,Silesia,Poland,Office Supplies,Electronics,Dainty Gold Pendant Necklace,2,0,$416.22,176.54
283,9/12/2024,8/6/2024,Standard,Male,173.220.43.222,1MH9F17HQ22,Consumer,Guantánamo,Guantánamo,Cuba,Technology,Clothing,Artistic Ceramic Sculpture,2,0.002,$171.72,176.465
284,9/21/2024,9/20/2024,Economy,Male,86.128.155.183,8QD2KN6PX78,Home Office,Nairobi,Nairobi,Kenya,Office Supplies,Beauty Products,Trendy Terrarium Kit,2,0,$318.84,176.43
285,2/28/2024,11/4/2024,Express,Male,26.21.46.11,9CA9GT3FY38,Corporate,Whangarei,Northland,New Zealand,Office Supplies,Clothing,Unique Hand-Blown Glass Vase,4,0,$238.68,176.37
286,11/3/2024,9/13/2024,Standard,Male,251.226.203.228,5VM3K40KR17,Consumer,La Romana,La Romana,Dominican Republic,Furniture,Clothing,Sleek Stainless Steel Water Bottle,3,0,$103.61,176.206
287,5/21/2024,2/3/2025,Express,Female,55.59.115.190,9UV7U87AP39,Consumer,Cambridge,England,United Kingdom,Technology,Electronics,Playful Animal Print Rug,6,0,$451.08,176.19
288,5/3/2024,7/11/2024,Economy,Female,128.77.31.211,3X93NJ2AA49,Consumer,Carora,Lara,Venezuela,Furniture,Clothing,Timeless Pearl Drop Earrings,3,0,-$306.01,176.178
289,5/24/2024,2/15/2025,Express,Male,123.232.205.197,7N62VN1NY23,Home Office,Orihuela,Valenciana,Spain,Furniture,Outdoor Gear,Funky Geometric Wall Art,4,0.4,$479.88,176.12
290,12/3/2024,10/6/2024,Next-day,Male,105.21.207.55,9WD4PU9XM16,Consumer,Augsburg,Bavaria,Germany,Furniture,Home Decor,Modern Hanging Plant Holder,3,0,-$41.80,176.06
291,6/4/2024,10/3/2024,Next-day,Male,77.162.20.217,3NU7Q70KT71,Home Office,Omaha,Nebraska,United States,Office Supplies,Sports Equipment,Art Deco Brass Candle Holder,2,0,$5.07,2.13
292,4/12/2024,6/23/2024,Express,Male,13.252.130.142,5Q57MM0MM57,Home Office,Fasa,Fars,Iran,Furniture,Books,Playful Emoji Pillow,4,0.4,$449.88,176.01
293,1/10/2025,1/25/2025,Standard,Female,211.218.193.196,4FH3N17RQ46,Home Office,San Fernando,San Fernando,Trinidad and Tobago,Furniture,Books,Dainty Gold Pendant Necklace,6,0.15,$996.60,175.993
294,2/2/2025,9/17/2024,Standard,Female,140.97.102.36,1AG8WC7AA00,Corporate,Newcastle,New South Wales,Australia,Furniture,Pet Supplies,Funky Geometric Wall Art,5,0,$243.48,175.98
295,1/12/2025,7/10/2024,Next-day,Male,4.111.46.103,4N86KX4UM41,Consumer,Mainz,Rhineland-Palatinate,Germany,Furniture,Outdoor Gear,Whimsical Starburst Wall Art,3,0,$259.74,175.94
296,10/3/2024,2/24/2024,Economy,Female,221.33.32.245,2MG3AX4GC13,Corporate,Mérida,Yucatán,Mexico,Office Supplies,Clothing,Sustainable Cork Coasters,3,0.15,$120.84,175.74
297,9/3/2024,12/18/2024,Express,Female,28.89.157.196,5AD3XF0CF92,Consumer,Le Chesnay,Ile-de-France,France,Office Supplies,Outdoor Gear,Chic Velvet Throw Pillow,4,0.1,$206.56,175.73
298,8/4/2024,11/18/2024,Standard,Male,37.152.161.192,4Y43PJ8WX86,Consumer,Gronau,North Rhine-Westphalia,Germany,Technology,Sports Equipment,Cozy Faux Fur Rug,5,0.17,$198.15,175.7
299,10/10/2024,1/30/2025,Next-day,Male,58.76.25.153,5DH3D72FV86,Home Office,Newcastle,New South Wales,Australia,Office Supplies,Books,Playful Animal Print Rug,9,0.1,$592.81,175.62
300,1/30/2025,5/16/2024,Express,Male,211.121.67.141,6J99VC3MD87,Corporate,Bengbu,Anhui,China,Furniture,Sports Equipment,Minimalist Desk Organizer,3,0,$369.54,175.48
301,3/30/2024,12/3/2024,Express,Male,186.64.71.24,9QE2V90AQ86,Consumer,Manila,National Capital,Philippines,Office Supplies,Beauty Products,Eclectic Woven Throw Blanket,4,0.1,-$286.68,175.45
302,7/24/2024,11/14/2024,Economy,Male,119.171.95.48,2EC3XV1CD98,Corporate,Manila,National Capital,Philippines,Furniture,Books,Minimalist Desk Organizer,2,0.15,-$28.59,175.43
303,12/4/2024,9/16/2024,Next-day,Genderfluid,220.11.7.25,8MW5CM7RN40,Home Office,Dublin,Dublin,Ireland,Furniture,Toys,Glamorous Crystal Chandelier,5,0,-$352.80,175.41
304,8/25/2024,5/11/2024,Economy,Female,104.106.25.161,2FA4CK5VH83,Home Office,Antibes,Provence-Alpes-Côte d'Azur,France,Technology,Home Decor,Industrial Steampunk Desk Lamp,4,0.5,-$175.03,175.36
305,1/21/2025,1/1/2025,Next-day,Female,160.126.237.84,3HJ0CP3EE37,Home Office,Omaha,Nebraska,United States,Office Supplies,Beauty Products,Sophisticated Silk Scarf,3,0,$0.41,2.04
306,7/13/2024,11/25/2024,Standard,Male,23.157.123.45,9FQ9UA3FH45,Corporate,Mixco,Guatemala,Guatemala,Office Supplies,Sports Equipment,Bohemian Dreamcatcher Wall Decor,3,0,$496.26,175.199
307,3/1/2024,2/26/2024,Express,Female,52.93.61.237,1UF8CJ0NQ25,Consumer,Omaha,Nebraska,United States,Furniture,Sports Equipment,Vintage-Inspired Record Player,5,0,$7.06,2
308,12/22/2024,5/29/2024,Express,Female,199.37.13.190,7VT1JC0VW67,Corporate,Nice,Provence-Alpes-Côte d'Azur,France,Furniture,Outdoor Gear,Rustic Farmhouse Sign,9,0.1,$38.88,174.89
309,10/18/2024,4/20/2024,Economy,Male,175.214.137.79,4F86K37EM06,Consumer,Mexico City,Distrito Federal,Mexico,Technology,Books,Bold Striped Beach Towel,9,0.8,-$396.68,174.865
310,2/10/2025,8/30/2024,Next-day,Male,203.96.81.128,5T79G62TP09,Corporate,Quetzaltenango,Quezaltenango,Guatemala,Office Supplies,Outdoor Gear,Classic Monogrammed Stationery Set,5,0,$239.70,174.853
311,6/30/2024,9/23/2024,Express,Male,58.71.38.65,1EW6F74HR89,Consumer,Natal,Rio Grande do Norte,Brazil,Furniture,Home Decor,Industrial Steampunk Desk Lamp,6,0,$241.15,174.797
312,9/25/2024,12/10/2024,Standard,Female,52.136.32.102,1KD3V31AJ46,Corporate,Mixco,Guatemala,Guatemala,Furniture,Sports Equipment,Chic Acrylic Magazine Holder,6,0.1,$448.92,174.678
313,9/26/2024,2/27/2024,Express,Female,78.199.123.81,3WU5HM9VC87,Consumer,Concarneau,Brittany,France,Technology,Home Decor,Modern Geometric Plant Stand,3,0.2,$117.72,174.41
314,6/21/2024,8/17/2024,Economy,Agender,95.154.190.142,6PA3VV7RG20,Home Office,Omaha,Nebraska,United States,Office Supplies,Kitchen Appliances,Cozy Faux Fur Rug,3,0.47,$8.45,1.93
315,10/5/2024,4/1/2024,Economy,Male,230.185.101.132,5A81HD2CP06,Consumer,Cape Town,Western Cape,South Africa,Furniture,Electronics,Boho Macrame Wall Tapestry,4,0.15,$292.80,173.83
316,6/12/2024,2/10/2025,Express,Non-binary,191.149.146.17,5T95E28QX31,Home Office,Trier,Rhineland-Palatinate,Germany,Furniture,Kitchen Appliances,Vintage Typewriter Key Necklace,10,0.15,$237.60,173.73
317,8/18/2024,6/10/2024,Express,Male,28.13.60.30,5V77E02MU26,Consumer,Morelia,Michoacán,Mexico,Office Supplies,Clothing,Eco-Friendly Reusable Straw Set,3,0,$120.57,173.682
318,12/31/2024,1/3/2025,Next-day,Male,107.196.106.200,6U98MQ8YW70,Consumer,Matanzas,Matanzas,Cuba,Office Supplies,Books,Industrial Metal Wall Clock,4,0.15,$172.40,173.645
319,8/28/2024,3/8/2024,Economy,Male,52.190.39.53,8YT5D04KC05,Home Office,Ghent,East Flanders,Belgium,Furniture,Kitchen Appliances,Sleek Aluminum Water Bottle,12,0,$315.72,173.24
320,6/24/2024,9/13/2024,Economy,Female,34.74.138.170,7UC0N06WK62,Home Office,Shiraz,Fars,Iran,Furniture,Books,Industrial Pipe Coat Rack,14,0,$650.58,173.19
321,2/16/2025,5/23/2024,Economy,Male,161.241.177.250,6H30PD5RE57,Consumer,West Jordan,Utah,United States,Technology,Kitchen Appliances,Minimalist Glass Vase,2,0,$9.99,1.82
322,2/23/2024,10/6/2024,Express,Female,69.54.56.196,8K49H90TU34,Corporate,Chihuahua,Chihuahua,Mexico,Furniture,Clothing,Quirky Pop Art Print,6,0.07,$110.40,173.13
323,11/2/2024,6/1/2024,Economy,Female,159.111.86.135,8G19YP4PD72,Home Office,Omaha,Nebraska,United States,Office Supplies,Outdoor Gear,Charming Floral Tea Towel,3,0,$0.30,1.79
324,12/9/2024,8/22/2024,Next-day,Female,42.114.76.209,1JD6UM3FV03,Home Office,Wellington,Wellington,New Zealand,Office Supplies,Sports Equipment,Bold Graphic Print Poster,4,0,$437.28,173.02
325,4/10/2024,8/25/2024,Express,Male,169.147.186.177,8FP8QR7DF70,Corporate,Solingen,North Rhine-Westphalia,Germany,Office Supplies,Toys,Sleek Stainless Steel Water Bottle,7,0,$444.57,173.01
326,8/20/2024,6/29/2024,Next-day,Female,227.126.39.225,7TK6YW8NH09,Home Office,Palmerston,Northern Territory,Australia,Office Supplies,Home Decor,Minimalist Concrete Coasters,5,0.1,$580.02,173.01
327,12/25/2024,12/26/2024,Standard,Male,202.129.27.86,6J19AX5QT91,Home Office,Omaha,Nebraska,United States,Office Supplies,Outdoor Gear,Chic Velvet Throw Pillow,3,0.1,$8.64,1.25
328,3/2/2024,12/18/2024,Express,Male,106.157.31.71,3XC3AG1HE06,Consumer,Marrakech,Marrakech-Tensift-El Haouz,Morocco,Office Supplies,Electronics,Timeless Diamond Stud Earrings,6,0,$203.40,172.91
329,5/15/2024,11/20/2024,Standard,Female,250.0.7.140,5PQ8NM5TX48,Home Office,Cologne,North Rhine-Westphalia,Germany,Furniture,Home Decor,Chic Velvet Throw Pillow,8,0.1,$87.84,172.82
330,1/25/2025,10/18/2024,Economy,Male,68.182.201.102,7R96UU5WP34,Consumer,Reading,England,United Kingdom,Furniture,Electronics,Sustainable Cork Coasters,2,0.002,$140.16,172.78
331,12/7/2024,12/21/2024,Standard,Female,168.192.32.247,6DA8E86AE88,Home Office,Cancún,Quintana Roo,Mexico,Furniture,Pet Supplies,Dainty Silver Charm Bracelet,7,0,$236.41,172.693
332,4/9/2024,6/25/2024,Economy,Agender,243.163.184.9,7NK8XV2CM73,Consumer,Saint-Brieuc,Brittany,France,Technology,Kitchen Appliances,Dainty Gold Pendant Necklace,6,0,$214.74,172.69
333,5/9/2024,11/13/2024,Next-day,Female,18.14.97.104,5X03PP9KN20,Home Office,Newcastle,New South Wales,Australia,Furniture,Home Decor,Whimsical Starburst Wall Art,4,0,$139.32,172.64
334,8/8/2024,7/19/2024,Express,Male,101.53.102.178,9ME2UJ8PG92,Home Office,Noblesville,Indiana,United States,Furniture,Kitchen Appliances,Timeless Diamond Stud Earrings,6,0,$241.10,228.95
335,3/28/2024,12/23/2024,Standard,Male,242.49.233.67,2C94UC1YC84,Corporate,Barakaldo,Basque Country,Spain,Technology,Books,Eclectic Patchwork Quilt,4,0,$124.84,172.48
336,7/15/2024,3/26/2024,Standard,Male,181.249.79.59,8RU4CY1KE06,Corporate,Xinshi,Hubei,China,Furniture,Clothing,Eclectic Moroccan Pouf,9,0,$656.64,172.32
337,5/28/2024,4/25/2024,Standard,Female,39.6.218.137,7W41DX9YC98,Home Office,Katowice,Silesia,Poland,Office Supplies,Kitchen Appliances,Playful Cactus Print Pillow,8,0,$406.56,172.29
338,5/15/2024,2/17/2025,Express,Female,7.78.69.196,7QY2Q16EK38,Home Office,Sofia,Sofiya-Grad,Bulgaria,Technology,Beauty Products,Timeless Pearl Necklace,2,0.5,$391.14,172.29
339,5/29/2024,3/25/2024,Economy,Female,165.255.43.4,1N44A65AM83,Corporate,Depok,Yogyakarta,Indonesia,Technology,Sports Equipment,Eclectic Patchwork Quilt,9,0,-$429.39,172.27
340,11/28/2024,6/4/2024,Express,Female,82.57.47.83,2JJ7YC5NX24,Consumer,Lucknow,Uttar Pradesh,India,Furniture,Home Decor,Sustainable Bamboo Utensil Set,5,0.1,$100.80,172.19
341,1/24/2025,8/15/2024,Economy,Male,17.18.197.177,5R01G30KD50,Home Office,Kryvyy Rih,Dnipropetrovs'k,Ukraine,Office Supplies,Beauty Products,Minimalist Concrete Coasters,8,0.1,$389.52,172.16
342,12/25/2024,5/25/2024,Next-day,Female,129.119.219.217,1H18PF8GY90,Consumer,Culiacán,Sinaloa,Mexico,Technology,Pet Supplies,Art Deco Velvet Armchair,5,0.2,$472.13,172.128
343,6/12/2024,10/12/2024,Next-day,Female,41.55.38.91,8UD0A83YW72,Consumer,Seattle,Washington,United States,Technology,Pet Supplies,Vintage-Inspired Globe Bar Cart,3,0.2,$35.68,34.48
344,6/18/2024,8/21/2024,Next-day,Female,164.44.136.113,9V34PN6EG67,Consumer,Cachan,Ile-de-France,France,Office Supplies,Toys,Trendy Succulent Planter,7,0.7,$221.07,171.99
345,4/2/2024,5/27/2024,Economy,Male,234.158.108.111,4QA8ER9FG50,Corporate,Auckland,Auckland,New Zealand,Technology,Home Decor,Elegant Sapphire Necklace,2,0,-$263.20,171.98
346,12/2/2024,10/14/2024,Next-day,Female,155.83.187.224,7J56EK7XY54,Corporate,Carlisle,England,United Kingdom,Technology,Electronics,Bohemian Fringe Hammock,4,0.07,$36.12,171.96
347,8/29/2024,2/3/2025,Next-day,Male,133.140.7.251,5AT8Q14AV55,Corporate,Wetzlar,Hesse,Germany,Technology,Clothing,Quirky Cat Print Tote Bag,3,0.15,$420.39,171.89
348,1/24/2025,4/18/2024,Next-day,Female,125.183.164.136,8FG6TP4GY84,Home Office,Casablanca,Grand Casablanca,Morocco,Office Supplies,Outdoor Gear,Glamorous Gold Bar Cart,4,0.1,$209.52,171.74
349,12/6/2024,6/26/2024,Express,Male,59.211.15.189,2AW8T73TT71,Corporate,Palatine,Illinois,United States,Furniture,Books,Rustic Wooden Picture Frame,7,0,$23.26,21.6
350,5/13/2024,7/13/2024,Next-day,Female,198.35.174.21,9R20DR4VQ31,Consumer,Montenegro,Quindío,Colombia,Office Supplies,Beauty Products,Eclectic Woven Throw Blanket,5,0,$887.60,171.565
351,11/3/2024,3/5/2024,Express,Female,191.97.3.173,4Y99DJ0QC32,Consumer,Manila,National Capital,Philippines,Furniture,Electronics,Edgy Skull Print Shower Curtain,8,0,$822.66,171.36
352,2/20/2024,11/14/2024,Express,Female,236.33.153.255,8PR4PN8AT89,Consumer,Dallas,Texas,United States,Office Supplies,Books,Chic Marble Serving Tray,9,0,$31.00,8.15
353,10/29/2024,5/7/2024,Standard,Male,89.138.196.118,9FY3P58CX18,Consumer,San Francisco,California,United States,Technology,Books,Timeless Pearl Necklace,3,0,$17.34,7.99
354,3/27/2024,3/24/2024,Next-day,Male,12.170.208.185,7W23XF7HH68,Corporate,Ipoh,Perak,Malaysia,Office Supplies,Electronics,Industrial Metal Wall Clock,5,0.2,$628.50,171.13
355,12/17/2024,5/23/2024,Economy,Female,0.14.98.6,6AP9QA4DV89,Corporate,Xiaogan,Hubei,China,Furniture,Sports Equipment,Chic Marble Serving Tray,4,0,$418.92,171.05
356,5/5/2024,12/25/2024,Standard,Female,13.76.252.11,8DN2EY7RX11,Corporate,Yuci,Shanxi,China,Furniture,Books,Retro Vintage Film Camera,3,0,$225.09,170.99
357,11/5/2024,8/17/2024,Next-day,Male,106.150.78.24,5F06K26PF41,Consumer,Boulogne-Billancourt,Ile-de-France,France,Office Supplies,Home Decor,Trendy Canvas Tote Bag,6,0,$37.48,170.95
358,5/13/2024,4/4/2024,Economy,Male,90.154.199.123,8E06G31YQ78,Corporate,Makhachkala,Dagestan,Russia,Furniture,Home Decor,Trendy Succulent Planter,6,0.1,$318.42,170.85
359,12/24/2024,2/26/2024,Express,Male,168.97.231.218,4KU2WG4FX20,Home Office,Gongzhuling,Jilin,China,Furniture,Electronics,Elegant Sapphire Necklace,7,0,$248.64,170.77
360,3/4/2024,4/8/2024,Express,Male,151.222.216.85,8G26V37CM13,Corporate,Devonport,Tasmania,Australia,Technology,Sports Equipment,Rustic Woodland Wall Art,4,0.17,$55.08,170.7
361,6/15/2024,10/18/2024,Next-day,Female,48.96.180.142,1D85T35UM82,Consumer,Leipzig,Saxony,Germany,Office Supplies,Electronics,Sleek Stainless Steel Water Bottle,5,0,$227.85,170.66
362,11/18/2024,4/13/2024,Standard,Male,102.178.37.110,6GH4K76MA29,Corporate,Bottrop,North Rhine-Westphalia,Germany,Office Supplies,Clothing,Quirky Cat Print Tote Bag,5,0.2,$68.19,170.61
363,10/13/2024,1/28/2025,Express,Female,125.211.235.228,2CD5TQ2JV84,Corporate,Jember,Jawa Timur,Indonesia,Furniture,Books,Modern Marble Coaster Set,5,0,$109.62,170.58
364,1/13/2025,1/4/2025,Next-day,Bigender,207.242.192.105,7YG6D19CU21,Corporate,Ilopango,San Salvador,El Salvador,Technology,Beauty Products,Vintage-Inspired Record Player,3,0.15,$496.26,170.413
365,8/10/2024,6/29/2024,Economy,Female,19.112.253.94,6P24G13UF43,Consumer,Luoyang,Fujian,China,Furniture,Toys,Stylish Enamel Pin Set,5,0,$135.60,170.38
366,5/25/2024,10/21/2024,Express,Non-binary,117.42.67.99,8YK3NM4WE08,Home Office,Tlalpan,Distrito Federal,Mexico,Furniture,Sports Equipment,Coastal Seashell Jewelry Box,3,0,$44.08,170.366
367,10/27/2024,2/1/2025,Economy,Female,46.59.6.107,4VR3Q72NW43,Home Office,Shulan,Jilin,China,Furniture,Kitchen Appliances,Artistic Abstract Painting,6,0.2,$45.00,170.36
368,8/6/2024,10/12/2024,Express,Male,101.105.177.240,6PW9UR4WJ79,Home Office,Ulm,Baden-Württemberg,Germany,Technology,Beauty Products,Whimsical Fairy Lights,3,0,$259.59,170.12
369,9/2/2024,10/23/2024,Express,Male,76.182.194.231,8UT0E76WP46,Corporate,Sheffield,England,United Kingdom,Furniture,Kitchen Appliances,Sleek Glass Water Pitcher,6,0,-$686.97,170.11
370,1/7/2025,9/30/2024,Next-day,Female,86.166.11.197,9CK6QM2KM96,Corporate,Kermanshah,Kermanshah,Iran,Furniture,Toys,Quirky Novelty Socks,2,0,$386.34,170.03
371,9/21/2024,6/22/2024,Next-day,Male,77.143.191.32,7KE7R71WF95,Consumer,Monterrey,Nuevo León,Mexico,Office Supplies,Books,Edgy Leather Cuff Bracelet,5,0.4,$275.70,169.981
372,1/20/2025,9/18/2024,Next-day,Male,83.72.109.4,8RJ1K16DR26,Corporate,Ensenada,Baja California,Mexico,Office Supplies,Electronics,Bold Graphic Print Poster,7,0,$574.14,169.965
373,8/23/2024,12/8/2024,Express,Male,113.52.21.26,8VP5NE4KN53,Corporate,Reynosa,Tamaulipas,Mexico,Technology,Outdoor Gear,Modern Hanging Plant Holder,9,0.07,$52.27,169.925
374,10/17/2024,10/24/2024,Economy,Female,211.4.164.40,3NQ8YW6YU93,Home Office,Guangzhou,Guangdong,China,Furniture,Books,Trendy Neon Sign,9,0,$609.12,169.9
375,9/6/2024,4/19/2024,Express,Female,184.94.231.24,1YQ2RV5DF13,Consumer,Gongzhuling,Jilin,China,Furniture,Outdoor Gear,Elegant Sapphire Necklace,5,0.2,$190.95,169.8
376,2/4/2025,10/22/2024,Express,Genderqueer,237.72.159.239,5EM1AP9RH52,Home Office,Pune,Maharashtra,India,Furniture,Clothing,Industrial Pipe Shelving Unit,4,0,$878.76,169.79
377,6/25/2024,3/7/2024,Economy,Agender,98.154.230.235,3DU7YV6YX73,Consumer,Dortmund,North Rhine-Westphalia,Germany,Office Supplies,Toys,Eco-Friendly Bamboo Cutting Board,7,0,$55.23,169.71
378,5/25/2024,11/20/2024,Standard,Male,226.207.12.55,9AX7W33NH16,Corporate,Guelma,Guelma,Algeria,Technology,Books,Minimalist Desk Organizer,6,0.1,$190.80,169.7
379,4/13/2024,12/18/2024,Next-day,Male,150.60.115.112,5X19N51DC72,Home Office,Singapore,Singapore,Singapore,Office Supplies,Pet Supplies,Playful Animal Print Rug,5,0,$55.05,169.69
380,1/20/2025,9/17/2024,Next-day,Agender,31.84.3.46,1G89JM5GW56,Consumer,Soyapango,San Salvador,El Salvador,Technology,Home Decor,Luxury Leather Wallet,5,0.55,$377.34,169.684
381,12/21/2024,9/1/2024,Standard,Polygender,72.233.150.217,8N33AJ9PM65,Corporate,Stockholm,Stockholm,Sweden,Technology,Kitchen Appliances,Sophisticated Leather Journal,4,0,-$655.86,169.62
382,4/19/2024,3/12/2024,Economy,Polygender,177.184.120.7,5AR2KM6DP48,Home Office,Liaocheng,Shandong,China,Technology,Kitchen Appliances,Bold Graphic Print Poster,14,0,"$1,134.84",169.57
383,5/24/2024,6/14/2024,Next-day,Polygender,58.249.158.43,7T90VH8YU18,Corporate,Monterrey,Nuevo León,Mexico,Furniture,Electronics,Vintage Typewriter Key Necklace,8,0,$706.06,169.505
384,6/24/2024,3/22/2024,Express,Female,66.1.55.141,9AM1R30MG14,Home Office,San Francisco,California,United States,Office Supplies,Clothing,Modern Geometric Plant Stand,7,0,$25.48,6.12
385,12/26/2024,10/25/2024,Express,Male,232.118.141.51,3C05K44QT86,Home Office,Estelí,Estelí,Nicaragua,Office Supplies,Pet Supplies,Glamorous Crystal Chandelier,7,0.1,$426.58,169.403
386,8/21/2024,4/21/2024,Next-day,Male,150.106.255.79,6MX8FM3AJ79,Corporate,Puebla,Puebla,Mexico,Office Supplies,Home Decor,Vintage-Inspired Record Player,7,0,$318.50,169.216
387,8/11/2024,2/12/2025,Express,Polygender,134.222.191.127,4YK7GR8TN06,Consumer,Innsbruck,Tyrol,Austria,Furniture,Toys,Elegant Sapphire Necklace,4,0,$360.48,169.2
388,3/5/2024,4/19/2024,Next-day,Genderqueer,53.78.229.187,4U13HC5RD10,Corporate,Seville,Andalusía,Spain,Office Supplies,Pet Supplies,Bold Striped Beach Towel,9,0.47,$178.20,169.12
389,9/1/2024,1/13/2025,Next-day,Female,20.31.250.56,4QV2T86MY67,Home Office,Philadelphia,Pennsylvania,United States,Technology,Books,Cozy Knit Throw Pillow,2,0,-$15.99,1.78
390,7/4/2024,6/30/2024,Express,Bigender,183.15.192.123,7VT0ET1YR49,Home Office,Shantou,Guangdong,China,Furniture,Home Decor,Edgy Skull Print Shower Curtain,2,0,$265.02,169.09
391,7/24/2024,8/13/2024,Next-day,Female,54.86.199.50,3G89MX6NE07,Corporate,Frankfurt,Hesse,Germany,Furniture,Outdoor Gear,Bohemian Dreamcatcher Wall Decor,4,0,$310.80,169.05
392,4/20/2024,5/18/2024,Economy,Female,110.61.53.184,3CV5HD0YX61,Corporate,Panama City,Panama,Panama,Furniture,Kitchen Appliances,Cozy Faux Fur Rug,6,0.3,-$284.26,169.008
393,1/22/2025,11/22/2024,Express,Male,126.13.159.103,1CF3UF5WA02,Corporate,Nantes,Pays de la Loire,France,Furniture,Clothing,Sustainable Cork Coasters,2,0.5,$356.14,168.98
394,7/4/2024,7/21/2024,Express,Male,8.152.7.135,4AH3G03UD18,Consumer,Wellington,Wellington,New Zealand,Office Supplies,Outdoor Gear,Boho Rattan Basket,2,0.2,$536.46,168.88
395,7/20/2024,12/14/2024,Economy,Female,0.124.246.246,1V78T07DP69,Home Office,Cabo de Santo Agostinho,Pernambuco,Brazil,Office Supplies,Toys,Unique Hand-Blown Glass Vase,5,0,$55.00,168.814
396,1/20/2025,11/11/2024,Economy,Male,28.164.37.219,1RW6TC9EQ00,Home Office,Grenoble,Auvergne-Rhône-Alpes,France,Technology,Electronics,Luxury Leather Wallet,3,0,$248.04,168.62
397,6/7/2024,12/24/2024,Economy,Genderqueer,116.11.127.109,4ET0TU7WP59,Corporate,Castrop-Rauxel,North Rhine-Westphalia,Germany,Furniture,Toys,Chic Marble Serving Tray,5,0,$720.75,168.59
